time,rank,size,what
0.0074000359,0,1,matrix-initialization
0.0000078678,0,1,mpi-send-rec
0.0317280293,0,1,computation
0.0073719025,0,1,matrix-initialization
0.0000078678,0,1,mpi-send-rec
0.0318512917,0,1,computation
0.0073020458,0,1,matrix-initialization
0.0000069141,0,1,mpi-send-rec
0.0318570137,0,1,computation
0.0039520264,0,2,matrix-initialization
0.0782558918,0,2,mpi-send-rec
0.0160830021,0,2,computation
0.0038740635,1,2,matrix-initialization
0.0781347752,1,2,mpi-send-rec
0.0160701275,1,2,computation
0.0043699741,0,2,matrix-initialization
0.0404293537,0,2,mpi-send-rec
0.0159697533,0,2,computation
0.0037319660,1,2,matrix-initialization
0.0403761864,1,2,mpi-send-rec
0.0159018040,1,2,computation
0.0021140575,0,4,matrix-initialization
0.0991001129,0,4,mpi-send-rec
0.0079128742,0,4,computation
0.0020730495,1,4,matrix-initialization
0.0988407135,1,4,mpi-send-rec
0.0079343319,1,4,computation
0.0020329952,3,4,matrix-initialization
0.0983500481,3,4,mpi-send-rec
0.0079429150,3,4,computation
0.0021429062,2,4,matrix-initialization
0.0352330208,2,4,mpi-send-rec
0.0080020428,2,4,computation
0.0007011890,14,16,matrix-initialization
0.1266469955,14,16,mpi-send-rec
0.0020020008,14,16,computation
0.0006959438,7,16,matrix-initialization
0.1382942200,7,16,mpi-send-rec
0.0019927025,7,16,computation
0.0008358955,0,16,matrix-initialization
0.1384894848,0,16,mpi-send-rec
0.0019717216,0,16,computation
0.0007460117,13,16,matrix-initialization
0.1376669407,13,16,mpi-send-rec
0.0020430088,13,16,computation
0.0007379055,4,16,matrix-initialization
0.1376640797,4,16,mpi-send-rec
0.0019719601,4,16,computation
0.0007548332,10,16,matrix-initialization
0.1382806301,10,16,mpi-send-rec
0.0019724369,10,16,computation
0.0007350445,12,16,matrix-initialization
0.1382203102,12,16,mpi-send-rec
0.0020208359,12,16,computation
0.0007081032,2,16,matrix-initialization
0.1383101940,2,16,mpi-send-rec
0.0019888878,2,16,computation
0.0007658005,3,16,matrix-initialization
0.0696363449,3,16,mpi-send-rec
0.0020248890,3,16,computation
0.0007221699,8,16,matrix-initialization
0.1376307011,8,16,mpi-send-rec
0.0019741058,8,16,computation
0.0007250309,15,16,matrix-initialization
0.1264264584,15,16,mpi-send-rec
0.0020115376,15,16,computation
0.0007460117,6,16,matrix-initialization
0.0720930099,6,16,mpi-send-rec
0.0019860268,6,16,computation
0.0007250309,11,16,matrix-initialization
0.1382827759,11,16,mpi-send-rec
0.0019643307,11,16,computation
0.0007400513,1,16,matrix-initialization
0.1383121014,1,16,mpi-send-rec
0.0019767284,1,16,computation
0.0007169247,9,16,matrix-initialization
0.1383118629,9,16,mpi-send-rec
0.0019752979,9,16,computation
0.0007259846,5,16,matrix-initialization
0.1324803829,5,16,mpi-send-rec
0.0020477772,5,16,computation
0.0012590885,0,8,matrix-initialization
0.0945858955,0,8,mpi-send-rec
0.0040969849,0,8,computation
0.0011718273,2,8,matrix-initialization
0.0943322182,2,8,mpi-send-rec
0.0039715767,2,8,computation
0.0011541843,4,8,matrix-initialization
0.0940072536,4,8,mpi-send-rec
0.0040357113,4,8,computation
0.0011570454,1,8,matrix-initialization
0.0301887989,1,8,mpi-send-rec
0.0040280819,1,8,computation
0.0011270046,3,8,matrix-initialization
0.0943572521,3,8,mpi-send-rec
0.0040667057,3,8,computation
0.0011439323,7,8,matrix-initialization
0.0943994522,7,8,mpi-send-rec
0.0039937496,7,8,computation
0.0011711121,5,8,matrix-initialization
0.0944721699,5,8,mpi-send-rec
0.0039987564,5,8,computation
0.0011730194,6,8,matrix-initialization
0.0944659710,6,8,mpi-send-rec
0.0039660931,6,8,computation
