time,rank,size,what
0.0017588139,2,4,matrix-initialization
0.0011501312,2,4,copy-matrix-cpu-to-gpu
0.0016760826,2,4,copy-matrix-gpu-to-cpu
0.0219359398,2,4,mpi-send-rec
0.0001912117,2,4,computation
0.0024349689,0,4,matrix-initialization
0.0014770031,0,4,copy-matrix-cpu-to-gpu
0.0016820431,0,4,copy-matrix-gpu-to-cpu
0.0217773914,0,4,mpi-send-rec
0.0001990795,0,4,computation
0.0024340153,3,4,matrix-initialization
0.0014221668,3,4,copy-matrix-cpu-to-gpu
0.0016310215,3,4,copy-matrix-gpu-to-cpu
0.0216226578,3,4,mpi-send-rec
0.0004279613,3,4,computation
0.0019581318,1,4,matrix-initialization
0.0014448166,1,4,copy-matrix-cpu-to-gpu
0.0016419888,1,4,copy-matrix-gpu-to-cpu
0.0218336582,1,4,mpi-send-rec
0.0001940727,1,4,computation
0.0017831326,2,4,matrix-initialization
0.0012669563,2,4,copy-matrix-cpu-to-gpu
0.0016682148,2,4,copy-matrix-gpu-to-cpu
0.0219521523,2,4,mpi-send-rec
0.0001924038,2,4,computation
0.0024080276,3,4,matrix-initialization
0.0014829636,3,4,copy-matrix-cpu-to-gpu
0.0016222000,3,4,copy-matrix-gpu-to-cpu
0.0217661858,3,4,mpi-send-rec
0.0003879070,3,4,computation
0.0030899048,1,4,matrix-initialization
0.0014860630,1,4,copy-matrix-cpu-to-gpu
0.0016279221,1,4,copy-matrix-gpu-to-cpu
0.0219380856,1,4,mpi-send-rec
0.0001895428,1,4,computation
0.0030519962,0,4,matrix-initialization
0.0014660358,0,4,copy-matrix-cpu-to-gpu
0.0016498566,0,4,copy-matrix-gpu-to-cpu
0.0219566822,0,4,mpi-send-rec
0.0001978874,0,4,computation
0.0018148422,2,4,matrix-initialization
0.0013720989,2,4,copy-matrix-cpu-to-gpu
0.0016620159,2,4,copy-matrix-gpu-to-cpu
0.0215888023,2,4,mpi-send-rec
0.0001933575,2,4,computation
0.0023829937,3,4,matrix-initialization
0.0014898777,3,4,copy-matrix-cpu-to-gpu
0.0016169548,3,4,copy-matrix-gpu-to-cpu
0.0216088295,3,4,mpi-send-rec
0.0001931190,3,4,computation
0.0026071072,0,4,matrix-initialization
0.0015029907,0,4,copy-matrix-cpu-to-gpu
0.0016539097,0,4,copy-matrix-gpu-to-cpu
0.0213067532,0,4,mpi-send-rec
0.0004487038,0,4,computation
0.0026090145,1,4,matrix-initialization
0.0014858246,1,4,copy-matrix-cpu-to-gpu
0.0016350746,1,4,copy-matrix-gpu-to-cpu
0.0213501453,1,4,mpi-send-rec
0.0004498959,1,4,computation
0.0003769398,2,8,matrix-initialization
0.0005531311,2,8,copy-matrix-cpu-to-gpu
0.0007019043,2,8,copy-matrix-gpu-to-cpu
0.0300288200,2,8,mpi-send-rec
0.0001740456,2,8,computation
0.0008831024,0,8,matrix-initialization
0.0007028580,0,8,copy-matrix-cpu-to-gpu
0.0007901192,0,8,copy-matrix-gpu-to-cpu
0.0341084003,0,8,mpi-send-rec
0.0005357265,0,8,computation
0.0003991127,1,8,matrix-initialization
0.0007150173,1,8,copy-matrix-cpu-to-gpu
0.0008249283,1,8,copy-matrix-gpu-to-cpu
0.0279476643,1,8,mpi-send-rec
