time,rank,size,what
0.0120050907,14,16,matrix-initialization
1.5283694267,14,16,mpi-comm
0.0011904240,14,16,computation
0.0052599907,12,16,matrix-initialization
1.5387511253,12,16,mpi-comm
0.0011827946,12,16,computation
0.0093388557,5,16,matrix-initialization
1.5217769146,5,16,mpi-comm
0.0011942387,5,16,computation
0.0165688992,11,16,matrix-initialization
1.5262038708,11,16,mpi-comm
0.0012309551,11,16,computation
0.0108520985,7,16,matrix-initialization
1.5234565735,7,16,mpi-comm
0.0012571812,7,16,computation
0.0063340664,9,16,matrix-initialization
1.5378637314,9,16,mpi-comm
0.0012140274,9,16,computation
0.0044450760,3,16,matrix-initialization
1.5344998837,3,16,mpi-comm
0.0011501312,3,16,computation
0.0041830540,2,16,matrix-initialization
1.5390577316,2,16,mpi-comm
0.0012342930,2,16,computation
0.0004050732,0,16,matrix-initialization
1.5406684875,0,16,mpi-comm
0.0011813641,0,16,computation
0.0041618347,1,16,matrix-initialization
1.5395600796,1,16,mpi-comm
0.0011751652,1,16,computation
0.0102899075,15,16,matrix-initialization
1.5301756859,15,16,mpi-comm
0.0011813641,15,16,computation
0.0037279129,13,16,matrix-initialization
1.5279335976,13,16,mpi-comm
0.0012004375,13,16,computation
0.0240938663,4,16,matrix-initialization
1.5160079002,4,16,mpi-comm
0.0012471676,4,16,computation
0.0066690445,6,16,matrix-initialization
1.5375204086,6,16,mpi-comm
0.0011675358,6,16,computation
0.0122108459,8,16,matrix-initialization
1.5320134163,8,16,mpi-comm
0.0011596680,8,16,computation
0.0223331451,10,16,matrix-initialization
1.5045776367,10,16,mpi-comm
0.0011553764,10,16,computation
