time,rank,size,what
0.0139279366,1,8,matrix-initialization
0.1585907936,1,8,mpi-comm
0.0149323940,1,8,computation
0.0127711296,3,8,matrix-initialization
0.1619446278,3,8,mpi-comm
0.0136213303,3,8,computation
0.0127079487,7,8,matrix-initialization
0.1686272621,7,8,mpi-comm
0.0100138187,7,8,computation
0.0130679607,0,8,matrix-initialization
0.1253783703,0,8,mpi-comm
0.0100326538,0,8,computation
0.0121810436,5,8,matrix-initialization
0.1619801521,5,8,mpi-comm
0.0092587471,5,8,computation
0.0130839348,2,8,matrix-initialization
0.0060391426,2,8,mpi-comm
0.0102798939,2,8,computation
0.0141050816,4,8,matrix-initialization
0.1497659683,4,8,mpi-comm
0.0106482506,4,8,computation
0.0127999783,6,8,matrix-initialization
0.1618945599,6,8,mpi-comm
0.0099744797,6,8,computation
0.0126070976,6,8,matrix-initialization
0.0072324276,6,8,mpi-comm
0.0099453926,6,8,computation
0.0124239922,0,8,matrix-initialization
0.0219590664,0,8,mpi-comm
0.0096347332,0,8,computation
0.0124750137,5,8,matrix-initialization
0.0318360329,5,8,mpi-comm
0.0094780922,5,8,computation
0.0122709274,7,8,matrix-initialization
0.0062654018,7,8,mpi-comm
0.0092809200,7,8,computation
0.0136921406,4,8,matrix-initialization
0.0278818607,4,8,mpi-comm
0.0101630688,4,8,computation
0.0123128891,2,8,matrix-initialization
0.0373296738,2,8,mpi-comm
0.0094432831,2,8,computation
0.0182738304,3,8,matrix-initialization
0.0120389462,3,8,mpi-comm
0.0102865696,3,8,computation
0.0126140118,1,8,matrix-initialization
0.0196080208,1,8,mpi-comm
0.0094869137,1,8,computation
0.0126798153,5,8,matrix-initialization
0.0644617081,5,8,mpi-comm
0.0094895363,5,8,computation
0.0129771233,1,8,matrix-initialization
0.0821862221,1,8,mpi-comm
0.0102734566,1,8,computation
0.0125141144,0,8,matrix-initialization
0.0079743862,0,8,mpi-comm
0.0095345974,0,8,computation
0.0128099918,3,8,matrix-initialization
0.0702948570,3,8,mpi-comm
0.0103080273,3,8,computation
0.0125780106,6,8,matrix-initialization
0.0565621853,6,8,mpi-comm
0.0097892284,6,8,computation
0.0132939816,2,8,matrix-initialization
0.0059323311,2,8,mpi-comm
0.0102033615,2,8,computation
0.0139350891,7,8,matrix-initialization
0.0697546005,7,8,mpi-comm
0.0098724365,7,8,computation
0.0132079124,4,8,matrix-initialization
0.0764443874,4,8,mpi-comm
0.0100107193,4,8,computation
0.0130188465,3,8,matrix-initialization
0.0776808262,3,8,mpi-comm
0.0099961758,3,8,computation
0.0135741234,7,8,matrix-initialization
0.0069108009,7,8,mpi-comm
0.0105164051,7,8,computation
0.0127649307,5,8,matrix-initialization
0.0057649612,5,8,mpi-comm
0.0097172260,5,8,computation
0.0123291016,4,8,matrix-initialization
0.0674326420,4,8,mpi-comm
0.0101742744,4,8,computation
0.0125761032,6,8,matrix-initialization
0.0862951279,6,8,mpi-comm
0.0101578236,6,8,computation
0.0125091076,2,8,matrix-initialization
0.0821335316,2,8,mpi-comm
0.0096495152,2,8,computation
0.0126469135,0,8,matrix-initialization
0.0520067215,0,8,mpi-comm
0.0097086430,0,8,computation
0.0125019550,1,8,matrix-initialization
0.0734393597,1,8,mpi-comm
0.0098578930,1,8,computation
0.0125639439,0,8,matrix-initialization
0.0846722126,0,8,mpi-comm
0.0105767250,0,8,computation
0.0131471157,1,8,matrix-initialization
0.0056669712,1,8,mpi-comm
0.0101141930,1,8,computation
0.0132567883,6,8,matrix-initialization
0.0753626823,6,8,mpi-comm
0.0100653172,6,8,computation
0.0147438049,7,8,matrix-initialization
0.0795173645,7,8,mpi-comm
0.0110833645,7,8,computation
0.0147750378,5,8,matrix-initialization
0.0784721375,5,8,mpi-comm
0.0112071037,5,8,computation
0.0141880512,4,8,matrix-initialization
0.0746948719,4,8,mpi-comm
0.0105249882,4,8,computation
0.0154869556,3,8,matrix-initialization
0.0814905167,3,8,mpi-comm
0.0112285614,3,8,computation
0.0140068531,2,8,matrix-initialization
0.0734508038,2,8,mpi-comm
0.0112898350,2,8,computation
0.0125072002,6,8,matrix-initialization
0.0557067394,6,8,mpi-comm
0.0094110966,6,8,computation
