time,rank,size,what
0.0038239956,0,2,matrix-initialization
0.0657300949,0,2,mpi-comm
0.0006358624,0,2,computation
0.0043749809,1,2,matrix-initialization
0.0003197193,1,2,mpi-comm
0.0006074905,1,2,computation
0.0036840439,1,2,matrix-initialization
0.0003292561,1,2,mpi-comm
0.0006217957,1,2,computation
0.0037078857,0,2,matrix-initialization
0.0721652508,0,2,mpi-comm
0.0006587505,0,2,computation
0.0039050579,0,2,matrix-initialization
0.0003979206,0,2,mpi-comm
0.0006031990,0,2,computation
0.0035209656,1,2,matrix-initialization
0.0782754421,1,2,mpi-comm
0.0007395744,1,2,computation
0.0034739971,1,2,matrix-initialization
0.0178098679,1,2,mpi-comm
0.0006031990,1,2,computation
0.0037939548,0,2,matrix-initialization
0.0022299290,0,2,mpi-comm
0.0005602837,0,2,computation
0.0035660267,0,2,matrix-initialization
0.0002729893,0,2,mpi-comm
0.0005691051,0,2,computation
0.0035610199,1,2,matrix-initialization
0.0204601288,1,2,mpi-comm
0.0005860329,1,2,computation
0.0040659904,1,2,matrix-initialization
0.0110878944,1,2,mpi-comm
0.0005979538,1,2,computation
0.0034711361,0,2,matrix-initialization
0.0067963600,0,2,mpi-comm
0.0005936623,0,2,computation
0.0042459965,0,2,matrix-initialization
0.0186882019,0,2,mpi-comm
0.0006129742,0,2,computation
0.0035560131,1,2,matrix-initialization
0.0019991398,1,2,mpi-comm
0.0005636215,1,2,computation
0.0036709309,1,2,matrix-initialization
0.0003640652,1,2,mpi-comm
0.0005979538,1,2,computation
0.0034849644,0,2,matrix-initialization
0.0703029633,0,2,mpi-comm
0.0006961823,0,2,computation
0.0034670830,0,2,matrix-initialization
0.0003349781,0,2,mpi-comm
0.0005447865,0,2,computation
0.0035500526,1,2,matrix-initialization
0.0179002285,1,2,mpi-comm
0.0006175041,1,2,computation
0.0035130978,0,2,matrix-initialization
0.0095951557,0,2,mpi-comm
0.0005986691,0,2,computation
0.0036931038,1,2,matrix-initialization
0.0068070889,1,2,mpi-comm
0.0006351471,1,2,computation
