time,rank,size,what
0.0046820641,0,1,matrix-initialization
0.0787200928,0,1,mpi-comm
0.0008988380,0,1,computation
0.0046720505,0,1,matrix-initialization
0.0780873299,0,1,mpi-comm
0.0009164810,0,1,computation
0.0046570301,0,1,matrix-initialization
0.0680906773,0,1,mpi-comm
0.0008533001,0,1,computation
0.0047211647,0,1,matrix-initialization
0.0759453773,0,1,mpi-comm
0.0009305477,0,1,computation
0.0046219826,0,1,matrix-initialization
0.1012520790,0,1,mpi-comm
0.0009341240,0,1,computation
0.0046491623,0,1,matrix-initialization
0.0817241669,0,1,mpi-comm
0.0008716583,0,1,computation
0.0047020912,0,1,matrix-initialization
0.0742120743,0,1,mpi-comm
0.0009019375,0,1,computation
0.0048189163,0,1,matrix-initialization
0.0820178986,0,1,mpi-comm
0.0009319782,0,1,computation
0.0047101974,0,1,matrix-initialization
0.0714168549,0,1,mpi-comm
0.0008938313,0,1,computation
0.0047891140,0,1,matrix-initialization
0.0709023476,0,1,mpi-comm
0.0009195805,0,1,computation
