time,rank,size,what
0.0037331581,5,8,matrix-initialization
0.0877897739,5,8,mpi-comm
0.0022518635,5,8,computation
0.0044939518,2,8,matrix-initialization
0.0827755928,2,8,mpi-comm
0.0022735596,2,8,computation
0.0053141117,1,8,matrix-initialization
0.0182621479,1,8,mpi-comm
0.0024058819,1,8,computation
0.0072829723,4,8,matrix-initialization
0.0808546543,4,8,mpi-comm
0.0022842884,4,8,computation
0.0085401535,3,8,matrix-initialization
0.0782077312,3,8,mpi-comm
0.0021719933,3,8,computation
0.0065319538,6,8,matrix-initialization
0.0060076714,6,8,mpi-comm
0.0022132397,6,8,computation
0.0008370876,0,8,matrix-initialization
0.0797293186,0,8,mpi-comm
0.0023405552,0,8,computation
0.0035088062,7,8,matrix-initialization
0.0587208271,7,8,mpi-comm
0.0022003651,7,8,computation
