time,rank,size,what
0.0074009895,14,16,matrix-initialization
0.0020811558,14,16,mpi-comm
0.0077040195,14,16,computation
0.0074911118,2,16,matrix-initialization
0.0021016598,2,16,mpi-comm
0.0076644421,2,16,computation
0.0073630810,4,16,matrix-initialization
0.0025081635,4,16,mpi-comm
0.0072698593,4,16,computation
0.0074319839,10,16,matrix-initialization
0.0021669865,10,16,mpi-comm
0.0076060295,10,16,computation
0.0074398518,12,16,matrix-initialization
0.0025022030,12,16,mpi-comm
0.0072648525,12,16,computation
0.0075471401,9,16,matrix-initialization
0.0020427704,9,16,mpi-comm
0.0077199936,9,16,computation
0.0076370239,0,16,matrix-initialization
0.0020968914,0,16,mpi-comm
0.0076518059,0,16,computation
0.0075750351,6,16,matrix-initialization
0.0018565655,6,16,mpi-comm
0.0079114437,6,16,computation
0.0076839924,11,16,matrix-initialization
0.0021388531,11,16,mpi-comm
0.0076010227,11,16,computation
0.0074701309,8,16,matrix-initialization
0.0020601749,8,16,mpi-comm
0.0077018738,8,16,computation
0.0075440407,5,16,matrix-initialization
0.0021550655,5,16,mpi-comm
0.0076050758,5,16,computation
0.0074269772,3,16,matrix-initialization
0.0023880005,3,16,mpi-comm
0.0073487759,3,16,computation
0.0076420307,1,16,matrix-initialization
0.0020630360,1,16,mpi-comm
0.0076858997,1,16,computation
0.0076839924,13,16,matrix-initialization
0.0020139217,13,16,mpi-comm
0.0077486038,13,16,computation
0.0078611374,7,16,matrix-initialization
0.0016143322,7,16,mpi-comm
0.0081677437,7,16,computation
0.0075500011,15,16,matrix-initialization
0.0022749901,15,16,mpi-comm
0.0074849129,15,16,computation
0.0075168610,10,16,matrix-initialization
0.0016868114,10,16,mpi-comm
0.0074312687,10,16,computation
0.0077610016,13,16,matrix-initialization
0.0015537739,13,16,mpi-comm
0.0075542927,13,16,computation
0.0076570511,4,16,matrix-initialization
0.0011060238,4,16,mpi-comm
0.0080509186,4,16,computation
0.0073730946,14,16,matrix-initialization
0.0017793179,14,16,mpi-comm
0.0073409081,14,16,computation
0.0074779987,0,16,matrix-initialization
0.0016870499,0,16,mpi-comm
0.0074398518,0,16,computation
0.0070779324,3,16,matrix-initialization
0.0019876957,3,16,mpi-comm
0.0071420670,3,16,computation
0.0076470375,1,16,matrix-initialization
0.0017390251,1,16,mpi-comm
0.0073630810,1,16,computation
0.0074048042,15,16,matrix-initialization
0.0017869473,15,16,mpi-comm
0.0073206425,15,16,computation
0.0076708794,9,16,matrix-initialization
0.0013210773,9,16,mpi-comm
0.0078017712,9,16,computation
0.0071470737,5,16,matrix-initialization
0.0020408630,5,16,mpi-comm
0.0070791245,5,16,computation
0.0076920986,2,16,matrix-initialization
0.0016002655,2,16,mpi-comm
0.0075206757,2,16,computation
0.0075180531,6,16,matrix-initialization
0.0018136501,6,16,mpi-comm
0.0073082447,6,16,computation
0.0074961185,12,16,matrix-initialization
0.0015015602,12,16,mpi-comm
0.0076313019,12,16,computation
0.0075631142,7,16,matrix-initialization
0.0015983582,7,16,mpi-comm
0.0074956417,7,16,computation
0.0080819130,11,16,matrix-initialization
0.0011041164,11,16,mpi-comm
0.0079927444,11,16,computation
0.0074088573,8,16,matrix-initialization
0.0016963482,8,16,mpi-comm
0.0074229240,8,16,computation
