time,rank,size,what
0.0029430389,13,16,matrix-initialization
0.0007503033,13,16,mpi-comm
1.1257090569,13,16,win-creation
0.0006077290,13,16,computation
0.0044879913,2,16,matrix-initialization
0.0006933212,2,16,mpi-comm
1.1231839657,2,16,win-creation
0.0006737709,2,16,computation
0.0028169155,9,16,matrix-initialization
0.0007197857,9,16,mpi-comm
1.1242740154,9,16,win-creation
0.0006232262,9,16,computation
0.0026769638,10,16,matrix-initialization
0.0007448196,10,16,mpi-comm
1.1368968487,10,16,win-creation
0.0006170273,10,16,computation
0.0028910637,1,16,matrix-initialization
0.0006847382,1,16,mpi-comm
1.1147460938,1,16,win-creation
0.0006811619,1,16,computation
0.0028669834,7,16,matrix-initialization
0.0007119179,7,16,mpi-comm
1.1425969601,7,16,win-creation
0.0006473064,7,16,computation
0.0029590130,5,16,matrix-initialization
0.0007038116,5,16,mpi-comm
1.1219670773,5,16,win-creation
0.0006582737,5,16,computation
0.0028300285,15,16,matrix-initialization
0.0007567406,15,16,mpi-comm
1.0926129818,15,16,win-creation
0.0006003380,15,16,computation
0.0029799938,6,16,matrix-initialization
0.0007569790,6,16,mpi-comm
1.1389188766,6,16,win-creation
0.0006141663,6,16,computation
0.0028631687,12,16,matrix-initialization
0.0007290840,12,16,mpi-comm
1.1396169662,12,16,win-creation
0.0006327629,12,16,computation
0.0033230782,0,16,matrix-initialization
0.0006911755,0,16,mpi-comm
1.1239650249,0,16,win-creation
0.0006747246,0,16,computation
0.0026860237,3,16,matrix-initialization
0.0007536411,3,16,mpi-comm
1.1265349388,3,16,win-creation
0.0006217957,3,16,computation
0.0029540062,14,16,matrix-initialization
0.0007448196,14,16,mpi-comm
1.1162900925,14,16,win-creation
0.0006153584,14,16,computation
0.0028851032,4,16,matrix-initialization
0.0006804466,4,16,mpi-comm
1.1241939068,4,16,win-creation
0.0006797314,4,16,computation
0.0028400421,8,16,matrix-initialization
0.0007498264,8,16,mpi-comm
1.1243200302,8,16,win-creation
0.0006129742,8,16,computation
0.0027060509,11,16,matrix-initialization
0.0007491112,11,16,mpi-comm
1.1125650406,11,16,win-creation
0.0006139278,11,16,computation
0.0028178692,1,16,matrix-initialization
0.0008351803,1,16,mpi-comm
1.2706429958,1,16,win-creation
0.0006217957,1,16,computation
0.0028610229,9,16,matrix-initialization
0.0008318424,9,16,mpi-comm
1.2806098461,9,16,win-creation
0.0006153584,9,16,computation
0.0029480457,4,16,matrix-initialization
0.0007245541,4,16,mpi-comm
1.2704751492,4,16,win-creation
0.0007233620,4,16,computation
0.0029139519,13,16,matrix-initialization
0.0008211136,13,16,mpi-comm
1.2720549107,13,16,win-creation
0.0006248951,13,16,computation
0.0039520264,6,16,matrix-initialization
0.0007941723,6,16,mpi-comm
1.2808399200,6,16,win-creation
0.0006568432,6,16,computation
0.0029680729,7,16,matrix-initialization
0.0008172989,7,16,mpi-comm
1.2789008617,7,16,win-creation
0.0006296635,7,16,computation
0.0029070377,2,16,matrix-initialization
0.0008196831,2,16,mpi-comm
1.2955670357,2,16,win-creation
0.0006263256,2,16,computation
0.0034060478,10,16,matrix-initialization
0.0008502007,10,16,mpi-comm
1.2771520615,10,16,win-creation
0.0005989075,10,16,computation
0.0029270649,5,16,matrix-initialization
0.0008475780,5,16,mpi-comm
1.2974159718,5,16,win-creation
0.0006012917,5,16,computation
0.0026841164,0,16,matrix-initialization
0.0008244514,0,16,mpi-comm
1.2707538605,0,16,win-creation
0.0006186962,0,16,computation
0.0026471615,3,16,matrix-initialization
0.0007567406,3,16,mpi-comm
1.2834408283,3,16,win-creation
0.0006899834,3,16,computation
0.0027830601,15,16,matrix-initialization
0.0007846355,15,16,mpi-comm
1.2951250076,15,16,win-creation
0.0006580353,15,16,computation
0.0026450157,11,16,matrix-initialization
0.0008273125,11,16,mpi-comm
1.3030610085,11,16,win-creation
0.0006134510,11,16,computation
0.0036301613,14,16,matrix-initialization
0.0008358955,14,16,mpi-comm
1.2811160088,14,16,win-creation
0.0006120205,14,16,computation
0.0028920174,12,16,matrix-initialization
0.0007948875,12,16,mpi-comm
1.2825241089,12,16,win-creation
0.0006520748,12,16,computation
0.0030450821,8,16,matrix-initialization
0.0007803440,8,16,mpi-comm
1.2811489105,8,16,win-creation
0.0006625652,8,16,computation
0.0035960674,13,16,matrix-initialization
0.0010268688,13,16,mpi-comm
1.4648470879,13,16,win-creation
0.0005910397,13,16,computation
0.0027530193,9,16,matrix-initialization
0.0009722710,9,16,mpi-comm
1.4781360626,9,16,win-creation
0.0006496906,9,16,computation
0.0028438568,1,16,matrix-initialization
0.0010073185,1,16,mpi-comm
1.4566171169,1,16,win-creation
0.0006196499,1,16,computation
0.0029060841,12,16,matrix-initialization
0.0010108948,12,16,mpi-comm
1.4733569622,12,16,win-creation
0.0006082058,12,16,computation
0.0033681393,5,16,matrix-initialization
0.0009799004,5,16,mpi-comm
1.4649038315,5,16,win-creation
0.0006422997,5,16,computation
0.0026640892,10,16,matrix-initialization
0.0009958744,10,16,mpi-comm
1.4807069302,10,16,win-creation
0.0006279945,10,16,computation
0.0029351711,7,16,matrix-initialization
0.0009591579,7,16,mpi-comm
1.4653370380,7,16,win-creation
0.0006647110,7,16,computation
0.0028560162,2,16,matrix-initialization
0.0009343624,2,16,mpi-comm
1.4656488895,2,16,win-creation
0.0006947517,2,16,computation
0.0026462078,0,16,matrix-initialization
0.0010101795,0,16,mpi-comm
1.4539098740,0,16,win-creation
0.0006158352,0,16,computation
0.0026230812,3,16,matrix-initialization
0.0009930134,3,16,mpi-comm
1.4582488537,3,16,win-creation
0.0006160736,3,16,computation
0.0031549931,4,16,matrix-initialization
0.0010111332,4,16,mpi-comm
1.4756438732,4,16,win-creation
0.0006108284,4,16,computation
0.0029520988,6,16,matrix-initialization
0.0009777546,6,16,mpi-comm
1.4647669792,6,16,win-creation
0.0006492138,6,16,computation
0.0027990341,14,16,matrix-initialization
0.0009422302,14,16,mpi-comm
1.4828131199,14,16,win-creation
0.0006778240,14,16,computation
0.0027000904,15,16,matrix-initialization
0.0009555817,15,16,mpi-comm
1.4531378746,15,16,win-creation
0.0006656647,15,16,computation
0.0028448105,8,16,matrix-initialization
0.0009887218,8,16,mpi-comm
1.4542431831,8,16,win-creation
0.0006322861,8,16,computation
0.0033769608,11,16,matrix-initialization
