time,rank,size,what
0.0155720711,1,2,matrix-initialization
0.1057538986,1,2,mpi-comm
0.0006999969,1,2,computation
0.0044779778,0,2,matrix-initialization
0.1099190712,0,2,mpi-comm
0.0006966591,0,2,computation
0.0036511421,0,2,matrix-initialization
0.0892167091,0,2,mpi-comm
0.0006563663,0,2,computation
0.0035641193,1,2,matrix-initialization
0.0980901718,1,2,mpi-comm
0.0006606579,1,2,computation
0.0042960644,0,2,matrix-initialization
0.1145572662,0,2,mpi-comm
0.0007045269,0,2,computation
0.0040271282,1,2,matrix-initialization
0.1272509098,1,2,mpi-comm
0.0007321835,1,2,computation
0.0036289692,0,2,matrix-initialization
0.1186830997,0,2,mpi-comm
0.0006978512,0,2,computation
0.0035188198,1,2,matrix-initialization
0.1351499557,1,2,mpi-comm
0.0007321835,1,2,computation
0.0036971569,0,2,matrix-initialization
0.1201248169,0,2,mpi-comm
0.0006749630,0,2,computation
0.0035638809,1,2,matrix-initialization
0.1036481857,1,2,mpi-comm
0.0006721020,1,2,computation
0.0035140514,1,2,matrix-initialization
0.1498589516,1,2,mpi-comm
0.0007317066,1,2,computation
0.0035860538,0,2,matrix-initialization
0.1788041592,0,2,mpi-comm
0.0008077621,0,2,computation
0.0035839081,0,2,matrix-initialization
0.1039810181,0,2,mpi-comm
0.0006871223,0,2,computation
0.0035431385,1,2,matrix-initialization
0.1179065704,1,2,mpi-comm
0.0006923676,1,2,computation
0.0035469532,0,2,matrix-initialization
0.1749160290,0,2,mpi-comm
0.0007140636,0,2,computation
0.0035910606,1,2,matrix-initialization
0.1653060913,1,2,mpi-comm
0.0007641315,1,2,computation
0.0041360855,0,2,matrix-initialization
0.1307177544,0,2,mpi-comm
0.0006942749,0,2,computation
0.0034310818,1,2,matrix-initialization
0.1248319149,1,2,mpi-comm
0.0007121563,1,2,computation
0.0034959316,1,2,matrix-initialization
0.1154139042,1,2,mpi-comm
0.0006630421,1,2,computation
0.0035560131,0,2,matrix-initialization
0.0904591084,0,2,mpi-comm
0.0006799698,0,2,computation
