time,rank,size,what
0.0032849312,11,16,matrix-initialization
0.1528623104,11,16,mpi-comm
0.0007479191,11,16,computation
0.0033559799,15,16,matrix-initialization
0.1618063450,15,16,mpi-comm
0.0008966923,15,16,computation
0.0031869411,2,16,matrix-initialization
0.1511051655,2,16,mpi-comm
0.0007259846,2,16,computation
0.0027399063,9,16,matrix-initialization
0.1446771622,9,16,mpi-comm
0.0006098747,9,16,computation
0.0035729408,12,16,matrix-initialization
0.0096836090,12,16,mpi-comm
0.0007534027,12,16,computation
0.0033321381,13,16,matrix-initialization
0.1592869759,13,16,mpi-comm
0.0007338524,13,16,computation
0.0026769638,6,16,matrix-initialization
0.1579859257,6,16,mpi-comm
0.0006818771,6,16,computation
0.0029630661,0,16,matrix-initialization
0.1436121464,0,16,mpi-comm
0.0006477833,0,16,computation
0.0031731129,4,16,matrix-initialization
0.1645841599,4,16,mpi-comm
0.0007216930,4,16,computation
0.0032291412,1,16,matrix-initialization
0.0933036804,1,16,mpi-comm
0.0006172657,1,16,computation
0.0029051304,10,16,matrix-initialization
0.1428942680,10,16,mpi-comm
0.0007135868,10,16,computation
0.0027241707,7,16,matrix-initialization
0.1623299122,7,16,mpi-comm
0.0006237030,7,16,computation
0.0033259392,14,16,matrix-initialization
0.1595566273,14,16,mpi-comm
0.0008525848,14,16,computation
0.0029489994,5,16,matrix-initialization
0.0972731113,5,16,mpi-comm
0.0006449223,5,16,computation
0.0029950142,8,16,matrix-initialization
0.0008978844,8,16,mpi-comm
0.0005397797,8,16,computation
0.0028498173,3,16,matrix-initialization
0.1598908901,3,16,mpi-comm
0.0007607937,3,16,computation
0.0032761097,12,16,matrix-initialization
0.1444251537,12,16,mpi-comm
0.0007138252,12,16,computation
0.0041699409,11,16,matrix-initialization
0.1598575115,11,16,mpi-comm
0.0007092953,11,16,computation
0.0042209625,2,16,matrix-initialization
0.1651852131,2,16,mpi-comm
0.0007510185,2,16,computation
0.0033380985,13,16,matrix-initialization
0.1531925201,13,16,mpi-comm
0.0008444786,13,16,computation
0.0044159889,15,16,matrix-initialization
0.0701756477,15,16,mpi-comm
0.0007843971,15,16,computation
0.0034670830,3,16,matrix-initialization
0.0282371044,3,16,mpi-comm
0.0008039474,3,16,computation
0.0032539368,14,16,matrix-initialization
0.1507680416,14,16,mpi-comm
0.0007271767,14,16,computation
0.0032560825,4,16,matrix-initialization
0.1729774475,4,16,mpi-comm
0.0007643700,4,16,computation
0.0042059422,1,16,matrix-initialization
0.0095701218,1,16,mpi-comm
0.0006399155,1,16,computation
0.0034880638,10,16,matrix-initialization
0.0194284916,10,16,mpi-comm
0.0006904602,10,16,computation
0.0030479431,7,16,matrix-initialization
0.1710691452,7,16,mpi-comm
0.0011167526,7,16,computation
0.0030689240,8,16,matrix-initialization
0.1838128567,8,16,mpi-comm
0.0010461807,8,16,computation
0.0035958290,6,16,matrix-initialization
0.1557958126,6,16,mpi-comm
0.0008201599,6,16,computation
0.0038580894,0,16,matrix-initialization
0.1487593651,0,16,mpi-comm
0.0007894039,0,16,computation
0.0031168461,9,16,matrix-initialization
