time,rank,size,what
0.0122478008,1,8,matrix-initialization
0.0022058487,1,8,mpi-comm
0.0145189762,1,8,computation
0.0126740932,2,8,matrix-initialization
0.0021059513,2,8,mpi-comm
0.0146288872,2,8,computation
0.0126719475,4,8,matrix-initialization
0.0013911724,4,8,mpi-comm
0.0153558254,4,8,computation
0.0124340057,0,8,matrix-initialization
0.0021357536,0,8,mpi-comm
0.0145773888,0,8,computation
0.0128080845,3,8,matrix-initialization
0.0017619133,3,8,mpi-comm
0.0149400234,3,8,computation
0.0123651028,5,8,matrix-initialization
0.0022041798,5,8,mpi-comm
0.0145409107,5,8,computation
0.0124950409,7,8,matrix-initialization
0.0022304058,7,8,mpi-comm
0.0144906044,7,8,computation
0.0124490261,6,8,matrix-initialization
0.0017020702,6,8,mpi-comm
0.0150110722,6,8,computation
0.0125951767,6,8,matrix-initialization
0.0016741753,6,8,mpi-comm
0.0145907402,6,8,computation
0.0123751163,1,8,matrix-initialization
0.0024363995,1,8,mpi-comm
0.0138297081,1,8,computation
0.0120561123,4,8,matrix-initialization
0.0021021366,4,8,mpi-comm
0.0141687393,4,8,computation
0.0120811462,2,8,matrix-initialization
0.0019121170,2,8,mpi-comm
0.0143697262,2,8,computation
0.0121090412,7,8,matrix-initialization
0.0022437572,7,8,mpi-comm
0.0140063763,7,8,computation
0.0125889778,5,8,matrix-initialization
0.0012559891,5,8,mpi-comm
0.0150189400,5,8,computation
0.0121870041,3,8,matrix-initialization
0.0024013519,3,8,mpi-comm
0.0138468742,3,8,computation
0.0124568939,0,8,matrix-initialization
0.0021109581,0,8,mpi-comm
0.0141549110,0,8,computation
0.0127718449,1,8,matrix-initialization
0.0006237030,1,8,mpi-comm
0.0152728558,1,8,computation
0.0121738911,4,8,matrix-initialization
0.0014939308,4,8,mpi-comm
0.0144429207,4,8,computation
0.0122427940,2,8,matrix-initialization
0.0017979145,2,8,mpi-comm
0.0141341686,2,8,computation
0.0125179291,5,8,matrix-initialization
0.0012476444,5,8,mpi-comm
0.0146994591,5,8,computation
0.0123400688,3,8,matrix-initialization
0.0014221668,3,8,mpi-comm
0.0145037174,3,8,computation
0.0118639469,7,8,matrix-initialization
0.0026392937,7,8,mpi-comm
0.0132768154,7,8,computation
0.0122220516,6,8,matrix-initialization
0.0017721653,6,8,mpi-comm
0.0141437054,6,8,computation
0.0125060081,0,8,matrix-initialization
0.0015878677,0,8,mpi-comm
0.0143671036,0,8,computation
0.0120151043,6,8,matrix-initialization
0.0038669109,6,8,mpi-comm
0.0144426823,6,8,computation
0.0118770599,1,8,matrix-initialization
0.0041179657,1,8,mpi-comm
0.0140252113,1,8,computation
0.0121228695,4,8,matrix-initialization
0.0042304993,4,8,mpi-comm
0.0140075684,4,8,computation
0.0120630264,0,8,matrix-initialization
0.0041973591,0,8,mpi-comm
0.0141208172,0,8,computation
0.0128068924,3,8,matrix-initialization
0.0031204224,3,8,mpi-comm
0.0148737431,3,8,computation
0.0120780468,7,8,matrix-initialization
0.0040178299,7,8,mpi-comm
0.0140130520,7,8,computation
0.0124509335,2,8,matrix-initialization
0.0037164688,2,8,mpi-comm
0.0145874023,2,8,computation
0.0125191212,5,8,matrix-initialization
0.0034449100,5,8,mpi-comm
0.0145504475,5,8,computation
0.0120639801,2,8,matrix-initialization
0.0075001717,2,8,mpi-comm
0.0139207840,2,8,computation
0.0123109818,1,8,matrix-initialization
0.0070543289,1,8,mpi-comm
0.0144002438,1,8,computation
0.0119800568,3,8,matrix-initialization
0.0071289539,3,8,mpi-comm
0.0143411160,3,8,computation
0.0121641159,4,8,matrix-initialization
0.0072078705,4,8,mpi-comm
0.0142221451,4,8,computation
0.0123679638,7,8,matrix-initialization
0.0073852539,7,8,mpi-comm
0.0140359402,7,8,computation
0.0129680634,5,8,matrix-initialization
0.0065369606,5,8,mpi-comm
0.0149471760,5,8,computation
0.0117778778,6,8,matrix-initialization
0.0078730583,6,8,mpi-comm
0.0135600567,6,8,computation
0.0120759010,0,8,matrix-initialization
0.0072889328,0,8,mpi-comm
0.0141358376,0,8,computation
0.0125141144,1,8,matrix-initialization
0.0016841888,1,8,mpi-comm
0.0146057606,1,8,computation
0.0125410557,2,8,matrix-initialization
0.0016009808,2,8,mpi-comm
0.0146679878,2,8,computation
0.0120069981,4,8,matrix-initialization
0.0022842884,4,8,mpi-comm
0.0139639378,4,8,computation
0.0120508671,3,8,matrix-initialization
0.0020546913,3,8,mpi-comm
0.0141942501,3,8,computation
0.0126690865,7,8,matrix-initialization
0.0017087460,7,8,mpi-comm
0.0145540237,7,8,computation
0.0121221542,5,8,matrix-initialization
0.0019199848,5,8,mpi-comm
