time(s),rank-worker,number-of-nodes,algorithm,thing-measured
0.000669,0,16,CPU-naive,compute-col-block-B
0.000008,0,16,CPU-naive,get-ready-allgatherv
0.015465,0,16,CPU-naive,perform-allgatherv
1.054324,0,16,CPU-naive,compute-block-C-result
0.000668,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.014857,0,16,CPU-naive,perform-allgatherv
1.053141,0,16,CPU-naive,compute-block-C-result
0.000668,0,16,CPU-naive,compute-col-block-B
0.000008,0,16,CPU-naive,get-ready-allgatherv
0.015050,0,16,CPU-naive,perform-allgatherv
1.051612,0,16,CPU-naive,compute-block-C-result
0.000670,0,16,CPU-naive,compute-col-block-B
0.000008,0,16,CPU-naive,get-ready-allgatherv
0.027008,0,16,CPU-naive,perform-allgatherv
1.050968,0,16,CPU-naive,compute-block-C-result
0.000670,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.021042,0,16,CPU-naive,perform-allgatherv
1.045096,0,16,CPU-naive,compute-block-C-result
0.000669,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.033648,0,16,CPU-naive,perform-allgatherv
1.044767,0,16,CPU-naive,compute-block-C-result
0.000671,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.027316,0,16,CPU-naive,perform-allgatherv
1.043286,0,16,CPU-naive,compute-block-C-result
0.000670,0,16,CPU-naive,compute-col-block-B
0.000008,0,16,CPU-naive,get-ready-allgatherv
0.027226,0,16,CPU-naive,perform-allgatherv
1.042622,0,16,CPU-naive,compute-block-C-result
0.000664,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.028856,0,16,CPU-naive,perform-allgatherv
1.042264,0,16,CPU-naive,compute-block-C-result
0.000665,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.030572,0,16,CPU-naive,perform-allgatherv
1.043024,0,16,CPU-naive,compute-block-C-result
0.000664,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.032144,0,16,CPU-naive,perform-allgatherv
1.043008,0,16,CPU-naive,compute-block-C-result
0.000669,0,16,CPU-naive,compute-col-block-B
0.000007,0,16,CPU-naive,get-ready-allgatherv
0.037745,0,16,CPU-naive,perform-allgatherv
1.042202,0,16,CPU-naive,compute-block-C-result
0.120446,9,16,CPU-naive,init-A-B-C
0.000459,9,16,CPU-naive,compute-col-block-B
0.000008,9,16,CPU-naive,get-ready-allgatherv
0.118881,9,16,CPU-naive,perform-allgatherv
1.098499,9,16,CPU-naive,compute-block-C-result
0.005013,9,16,CPU-naive,compute-col-block-B
0.000010,9,16,CPU-naive,get-ready-allgatherv
0.045712,9,16,CPU-naive,perform-allgatherv
1.044944,9,16,CPU-naive,compute-block-C-result
0.000686,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.039681,9,16,CPU-naive,perform-allgatherv
1.038449,9,16,CPU-naive,compute-block-C-result
0.000678,9,16,CPU-naive,compute-col-block-B
0.000008,9,16,CPU-naive,get-ready-allgatherv
0.034669,9,16,CPU-naive,perform-allgatherv
1.038404,9,16,CPU-naive,compute-block-C-result
0.120364,11,16,CPU-naive,init-A-B-C
0.000450,11,16,CPU-naive,compute-col-block-B
0.000008,11,16,CPU-naive,get-ready-allgatherv
0.122477,11,16,CPU-naive,perform-allgatherv
1.078643,11,16,CPU-naive,compute-block-C-result
0.004975,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.065257,11,16,CPU-naive,perform-allgatherv
1.056172,11,16,CPU-naive,compute-block-C-result
0.000685,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.028624,11,16,CPU-naive,perform-allgatherv
1.044892,11,16,CPU-naive,compute-block-C-result
0.000658,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.032030,9,16,CPU-naive,perform-allgatherv
1.036337,9,16,CPU-naive,compute-block-C-result
0.000671,9,16,CPU-naive,compute-col-block-B
0.000008,9,16,CPU-naive,get-ready-allgatherv
0.032911,9,16,CPU-naive,perform-allgatherv
1.044128,9,16,CPU-naive,compute-block-C-result
0.000682,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.023980,9,16,CPU-naive,perform-allgatherv
1.044022,9,16,CPU-naive,compute-block-C-result
0.000673,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.034595,9,16,CPU-naive,perform-allgatherv
1.043839,9,16,CPU-naive,compute-block-C-result
0.000683,9,16,CPU-naive,compute-col-block-B
0.000008,9,16,CPU-naive,get-ready-allgatherv
0.027227,9,16,CPU-naive,perform-allgatherv
1.050306,9,16,CPU-naive,compute-block-C-result
0.000676,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.029364,9,16,CPU-naive,perform-allgatherv
1.041375,9,16,CPU-naive,compute-block-C-result
0.000661,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.030718,9,16,CPU-naive,perform-allgatherv
1.034129,9,16,CPU-naive,compute-block-C-result
0.000675,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.036449,9,16,CPU-naive,perform-allgatherv
1.043807,9,16,CPU-naive,compute-block-C-result
0.000681,9,16,CPU-naive,compute-col-block-B
0.000008,9,16,CPU-naive,get-ready-allgatherv
0.027583,9,16,CPU-naive,perform-allgatherv
1.045185,9,16,CPU-naive,compute-block-C-result
0.000667,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.028030,11,16,CPU-naive,perform-allgatherv
1.050863,11,16,CPU-naive,compute-block-C-result
0.000662,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.019565,11,16,CPU-naive,perform-allgatherv
1.053237,11,16,CPU-naive,compute-block-C-result
0.000660,11,16,CPU-naive,compute-col-block-B
0.000668,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.027660,9,16,CPU-naive,perform-allgatherv
1.044909,9,16,CPU-naive,compute-block-C-result
0.000680,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.030227,9,16,CPU-naive,perform-allgatherv
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.016019,11,16,CPU-naive,perform-allgatherv
1.055979,11,16,CPU-naive,compute-block-C-result
0.000660,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.012152,11,16,CPU-naive,perform-allgatherv
1.052542,11,16,CPU-naive,compute-block-C-result
0.000657,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.026089,11,16,CPU-naive,perform-allgatherv
1.051891,11,16,CPU-naive,compute-block-C-result
0.000671,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.019408,11,16,CPU-naive,perform-allgatherv
1.055707,11,16,CPU-naive,compute-block-C-result
0.000665,11,16,CPU-naive,compute-col-block-B
1.044286,9,16,CPU-naive,compute-block-C-result
0.000673,9,16,CPU-naive,compute-col-block-B
0.000007,9,16,CPU-naive,get-ready-allgatherv
0.036473,9,16,CPU-naive,perform-allgatherv
1.044561,9,16,CPU-naive,compute-block-C-result
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.023750,11,16,CPU-naive,perform-allgatherv
1.044318,11,16,CPU-naive,compute-block-C-result
0.000660,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.027763,11,16,CPU-naive,perform-allgatherv
1.044720,11,16,CPU-naive,compute-block-C-result
0.000662,11,16,CPU-naive,compute-col-block-B
0.000006,11,16,CPU-naive,get-ready-allgatherv
0.025882,11,16,CPU-naive,perform-allgatherv
1.045336,11,16,CPU-naive,compute-block-C-result
0.000659,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.026066,11,16,CPU-naive,perform-allgatherv
1.044509,11,16,CPU-naive,compute-block-C-result
0.000667,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.028335,11,16,CPU-naive,perform-allgatherv
1.044115,11,16,CPU-naive,compute-block-C-result
0.000664,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.031046,11,16,CPU-naive,perform-allgatherv
1.043501,11,16,CPU-naive,compute-block-C-result
0.000665,11,16,CPU-naive,compute-col-block-B
0.000007,11,16,CPU-naive,get-ready-allgatherv
0.037264,11,16,CPU-naive,perform-allgatherv
1.044623,11,16,CPU-naive,compute-block-C-result
0.120563,12,16,CPU-naive,init-A-B-C
0.000453,12,16,CPU-naive,compute-col-block-B
0.000009,12,16,CPU-naive,get-ready-allgatherv
0.120488,12,16,CPU-naive,perform-allgatherv
1.098269,12,16,CPU-naive,compute-block-C-result
0.005015,12,16,CPU-naive,compute-col-block-B
0.000008,12,16,CPU-naive,get-ready-allgatherv
0.045407,12,16,CPU-naive,perform-allgatherv
1.058466,12,16,CPU-naive,compute-block-C-result
0.000692,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.026297,12,16,CPU-naive,perform-allgatherv
1.047069,12,16,CPU-naive,compute-block-C-result
0.000671,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.025854,12,16,CPU-naive,perform-allgatherv
1.045445,12,16,CPU-naive,compute-block-C-result
0.000664,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.024981,12,16,CPU-naive,perform-allgatherv
1.043188,12,16,CPU-naive,compute-block-C-result
0.000666,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.026062,12,16,CPU-naive,perform-allgatherv
1.042774,12,16,CPU-naive,compute-block-C-result
0.000665,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.025354,12,16,CPU-naive,perform-allgatherv
1.041338,12,16,CPU-naive,compute-block-C-result
0.000659,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.037292,12,16,CPU-naive,perform-allgatherv
1.040280,12,16,CPU-naive,compute-block-C-result
0.000676,12,16,CPU-naive,compute-col-block-B
0.000008,12,16,CPU-naive,get-ready-allgatherv
0.031183,12,16,CPU-naive,perform-allgatherv
1.048514,12,16,CPU-naive,compute-block-C-result
0.000675,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.030767,12,16,CPU-naive,perform-allgatherv
1.048122,12,16,CPU-naive,compute-block-C-result
0.000675,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.023957,12,16,CPU-naive,perform-allgatherv
1.046855,12,16,CPU-naive,compute-block-C-result
0.000672,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.023723,12,16,CPU-naive,perform-allgatherv
1.046598,12,16,CPU-naive,compute-block-C-result
0.000672,12,16,CPU-naive,compute-col-block-B
0.000008,12,16,CPU-naive,get-ready-allgatherv
0.024804,12,16,CPU-naive,perform-allgatherv
1.046955,12,16,CPU-naive,compute-block-C-result
0.000675,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.025882,12,16,CPU-naive,perform-allgatherv
1.047123,12,16,CPU-naive,compute-block-C-result
0.000670,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.028025,12,16,CPU-naive,perform-allgatherv
1.046893,12,16,CPU-naive,compute-block-C-result
0.000674,12,16,CPU-naive,compute-col-block-B
0.000007,12,16,CPU-naive,get-ready-allgatherv
0.033865,12,16,CPU-naive,perform-allgatherv
1.047494,12,16,CPU-naive,compute-block-C-result
0.120820,2,16,CPU-naive,init-A-B-C
0.000454,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.121783,2,16,CPU-naive,perform-allgatherv
1.081373,2,16,CPU-naive,compute-block-C-result
0.004942,2,16,CPU-naive,compute-col-block-B
0.000008,2,16,CPU-naive,get-ready-allgatherv
0.062860,2,16,CPU-naive,perform-allgatherv
1.053205,2,16,CPU-naive,compute-block-C-result
0.000698,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.031343,2,16,CPU-naive,perform-allgatherv
1.039387,2,16,CPU-naive,compute-block-C-result
0.000673,2,16,CPU-naive,compute-col-block-B
0.000011,2,16,CPU-naive,get-ready-allgatherv
0.033684,2,16,CPU-naive,perform-allgatherv
1.043871,2,16,CPU-naive,compute-block-C-result
0.000665,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.026604,2,16,CPU-naive,perform-allgatherv
1.043235,2,16,CPU-naive,compute-block-C-result
0.000660,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.025966,2,16,CPU-naive,perform-allgatherv
1.042326,2,16,CPU-naive,compute-block-C-result
0.000656,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.025863,2,16,CPU-naive,perform-allgatherv
1.042195,2,16,CPU-naive,compute-block-C-result
0.000659,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.036438,2,16,CPU-naive,perform-allgatherv
1.043301,2,16,CPU-naive,compute-block-C-result
0.000676,2,16,CPU-naive,compute-col-block-B
0.000008,2,16,CPU-naive,get-ready-allgatherv
0.028703,2,16,CPU-naive,perform-allgatherv
1.047739,2,16,CPU-naive,compute-block-C-result
0.000670,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.031005,2,16,CPU-naive,perform-allgatherv
1.050049,2,16,CPU-naive,compute-block-C-result
0.000672,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.022047,2,16,CPU-naive,perform-allgatherv
1.050048,2,16,CPU-naive,compute-block-C-result
0.000674,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.020463,2,16,CPU-naive,perform-allgatherv
1.048961,2,16,CPU-naive,compute-block-C-result
0.000674,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.022503,2,16,CPU-naive,perform-allgatherv
1.048184,2,16,CPU-naive,compute-block-C-result
0.000670,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.024648,2,16,CPU-naive,perform-allgatherv
1.048662,2,16,CPU-naive,compute-block-C-result
0.000668,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.026491,2,16,CPU-naive,perform-allgatherv
1.048187,2,16,CPU-naive,compute-block-C-result
0.000676,2,16,CPU-naive,compute-col-block-B
0.000007,2,16,CPU-naive,get-ready-allgatherv
0.032559,2,16,CPU-naive,perform-allgatherv
1.048259,2,16,CPU-naive,compute-block-C-result
0.120328,10,16,CPU-naive,init-A-B-C
0.000451,10,16,CPU-naive,compute-col-block-B
0.000008,10,16,CPU-naive,get-ready-allgatherv
0.122236,10,16,CPU-naive,perform-allgatherv
1.102146,10,16,CPU-naive,compute-block-C-result
0.004897,10,16,CPU-naive,compute-col-block-B
0.000008,10,16,CPU-naive,get-ready-allgatherv
0.042006,10,16,CPU-naive,perform-allgatherv
1.049958,10,16,CPU-naive,compute-block-C-result
0.000686,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.034625,10,16,CPU-naive,perform-allgatherv
1.039279,10,16,CPU-naive,compute-block-C-result
0.000672,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.033879,10,16,CPU-naive,perform-allgatherv
1.048192,10,16,CPU-naive,compute-block-C-result
0.000666,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.022232,10,16,CPU-naive,perform-allgatherv
1.046886,10,16,CPU-naive,compute-block-C-result
0.000659,10,16,CPU-naive,compute-col-block-B
0.000006,10,16,CPU-naive,get-ready-allgatherv
0.022365,10,16,CPU-naive,perform-allgatherv
1.045244,10,16,CPU-naive,compute-block-C-result
0.000663,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.022895,10,16,CPU-naive,perform-allgatherv
1.044794,10,16,CPU-naive,compute-block-C-result
0.000661,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.033835,10,16,CPU-naive,perform-allgatherv
1.047044,10,16,CPU-naive,compute-block-C-result
0.000676,10,16,CPU-naive,compute-col-block-B
0.000008,10,16,CPU-naive,get-ready-allgatherv
0.024277,10,16,CPU-naive,perform-allgatherv
1.050106,10,16,CPU-naive,compute-block-C-result
0.000676,10,16,CPU-naive,compute-col-block-B
0.000008,10,16,CPU-naive,get-ready-allgatherv
0.029315,10,16,CPU-naive,perform-allgatherv
1.039725,10,16,CPU-naive,compute-block-C-result
0.000671,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.032348,10,16,CPU-naive,perform-allgatherv
1.039377,10,16,CPU-naive,compute-block-C-result
0.000673,10,16,CPU-naive,compute-col-block-B
0.000008,10,16,CPU-naive,get-ready-allgatherv
0.031211,10,16,CPU-naive,perform-allgatherv
1.048975,10,16,CPU-naive,compute-block-C-result
0.000672,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.022416,10,16,CPU-naive,perform-allgatherv
1.049145,10,16,CPU-naive,compute-block-C-result
0.000670,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.023698,10,16,CPU-naive,perform-allgatherv
1.048275,10,16,CPU-naive,compute-block-C-result
0.000670,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.026881,10,16,CPU-naive,perform-allgatherv
1.049117,10,16,CPU-naive,compute-block-C-result
0.000665,10,16,CPU-naive,compute-col-block-B
0.000007,10,16,CPU-naive,get-ready-allgatherv
0.031651,10,16,CPU-naive,perform-allgatherv
1.048963,10,16,CPU-naive,compute-block-C-result
0.120514,13,16,CPU-naive,init-A-B-C
0.000448,13,16,CPU-naive,compute-col-block-B
0.000008,13,16,CPU-naive,get-ready-allgatherv
0.122728,13,16,CPU-naive,perform-allgatherv
1.094297,13,16,CPU-naive,compute-block-C-result
0.004895,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.049359,13,16,CPU-naive,perform-allgatherv
1.046311,13,16,CPU-naive,compute-block-C-result
0.000689,13,16,CPU-naive,compute-col-block-B
0.000010,13,16,CPU-naive,get-ready-allgatherv
0.038180,13,16,CPU-naive,perform-allgatherv
1.049598,13,16,CPU-naive,compute-block-C-result
0.000660,13,16,CPU-naive,compute-col-block-B
0.000011,13,16,CPU-naive,get-ready-allgatherv
0.023598,13,16,CPU-naive,perform-allgatherv
1.046580,13,16,CPU-naive,compute-block-C-result
0.000654,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.023857,13,16,CPU-naive,perform-allgatherv
1.045893,13,16,CPU-naive,compute-block-C-result
0.000661,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.023349,13,16,CPU-naive,perform-allgatherv
1.047379,13,16,CPU-naive,compute-block-C-result
0.000661,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.020755,13,16,CPU-naive,perform-allgatherv
1.045960,13,16,CPU-naive,compute-block-C-result
0.000654,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.032678,13,16,CPU-naive,perform-allgatherv
1.045455,13,16,CPU-naive,compute-block-C-result
0.000652,13,16,CPU-naive,compute-col-block-B
0.000008,13,16,CPU-naive,get-ready-allgatherv
0.026195,13,16,CPU-naive,perform-allgatherv
1.050966,13,16,CPU-naive,compute-block-C-result
0.000681,13,16,CPU-naive,compute-col-block-B
0.000008,13,16,CPU-naive,get-ready-allgatherv
0.028146,13,16,CPU-naive,perform-allgatherv
1.049494,13,16,CPU-naive,compute-block-C-result
0.000657,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.022599,13,16,CPU-naive,perform-allgatherv
1.049704,13,16,CPU-naive,compute-block-C-result
0.000681,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.020801,13,16,CPU-naive,perform-allgatherv
1.048702,13,16,CPU-naive,compute-block-C-result
0.000663,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.022776,13,16,CPU-naive,perform-allgatherv
1.048527,13,16,CPU-naive,compute-block-C-result
0.000677,13,16,CPU-naive,compute-col-block-B
0.000011,13,16,CPU-naive,get-ready-allgatherv
0.024304,13,16,CPU-naive,perform-allgatherv
1.050101,13,16,CPU-naive,compute-block-C-result
0.000660,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.025067,13,16,CPU-naive,perform-allgatherv
1.049061,13,16,CPU-naive,compute-block-C-result
0.000677,13,16,CPU-naive,compute-col-block-B
0.000007,13,16,CPU-naive,get-ready-allgatherv
0.031682,13,16,CPU-naive,perform-allgatherv
1.049717,13,16,CPU-naive,compute-block-C-result
0.120816,8,16,CPU-naive,init-A-B-C
0.000466,8,16,CPU-naive,compute-col-block-B
0.000008,8,16,CPU-naive,get-ready-allgatherv
0.121517,8,16,CPU-naive,perform-allgatherv
1.105344,8,16,CPU-naive,compute-block-C-result
0.004994,8,16,CPU-naive,compute-col-block-B
0.000008,8,16,CPU-naive,get-ready-allgatherv
0.038987,8,16,CPU-naive,perform-allgatherv
1.061997,8,16,CPU-naive,compute-block-C-result
0.000687,8,16,CPU-naive,compute-col-block-B
0.000012,8,16,CPU-naive,get-ready-allgatherv
0.022759,8,16,CPU-naive,perform-allgatherv
1.057529,8,16,CPU-naive,compute-block-C-result
0.000676,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.015476,8,16,CPU-naive,perform-allgatherv
1.056697,8,16,CPU-naive,compute-block-C-result
0.000670,8,16,CPU-naive,compute-col-block-B
0.000008,8,16,CPU-naive,get-ready-allgatherv
0.013724,8,16,CPU-naive,perform-allgatherv
1.047182,8,16,CPU-naive,compute-block-C-result
0.000676,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.022062,8,16,CPU-naive,perform-allgatherv
1.049926,8,16,CPU-naive,compute-block-C-result
0.000669,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.018196,8,16,CPU-naive,perform-allgatherv
1.050016,8,16,CPU-naive,compute-block-C-result
0.000667,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.028608,8,16,CPU-naive,perform-allgatherv
1.050208,8,16,CPU-naive,compute-block-C-result
0.000668,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.021077,8,16,CPU-naive,perform-allgatherv
1.049938,8,16,CPU-naive,compute-block-C-result
0.000666,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.029539,8,16,CPU-naive,perform-allgatherv
1.047632,8,16,CPU-naive,compute-block-C-result
0.000661,8,16,CPU-naive,compute-col-block-B
0.000006,8,16,CPU-naive,get-ready-allgatherv
0.024464,8,16,CPU-naive,perform-allgatherv
1.047163,8,16,CPU-naive,compute-block-C-result
0.000667,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.023422,8,16,CPU-naive,perform-allgatherv
1.046273,8,16,CPU-naive,compute-block-C-result
0.000664,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.025125,8,16,CPU-naive,perform-allgatherv
1.048615,8,16,CPU-naive,compute-block-C-result
0.000662,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.024234,8,16,CPU-naive,perform-allgatherv
1.049463,8,16,CPU-naive,compute-block-C-result
0.000664,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.025702,8,16,CPU-naive,perform-allgatherv
1.049899,8,16,CPU-naive,compute-block-C-result
0.000667,8,16,CPU-naive,compute-col-block-B
0.000007,8,16,CPU-naive,get-ready-allgatherv
0.030863,8,16,CPU-naive,perform-allgatherv
1.049870,8,16,CPU-naive,compute-block-C-result
0.120751,7,16,CPU-naive,init-A-B-C
0.000453,7,16,CPU-naive,compute-col-block-B
0.000008,7,16,CPU-naive,get-ready-allgatherv
0.121554,7,16,CPU-naive,perform-allgatherv
1.114502,7,16,CPU-naive,compute-block-C-result
0.004952,7,16,CPU-naive,compute-col-block-B
0.000007,7,16,CPU-naive,get-ready-allgatherv
0.029780,7,16,CPU-naive,perform-allgatherv
1.069809,7,16,CPU-naive,compute-block-C-result
0.000682,7,16,CPU-naive,compute-col-block-B
0.000008,7,16,CPU-naive,get-ready-allgatherv
0.014990,7,16,CPU-naive,perform-allgatherv
1.054533,7,16,CPU-naive,compute-block-C-result
0.000672,7,16,CPU-naive,compute-col-block-B
0.000007,7,16,CPU-naive,get-ready-allgatherv
0.018470,7,16,CPU-naive,perform-allgatherv
1.069238,7,16,CPU-naive,compute-block-C-result
0.000675,7,16,CPU-naive,compute-col-block-B
0.000008,7,16,CPU-naive,get-ready-allgatherv
0.001177,7,16,CPU-naive,perform-allgatherv
1.066288,7,16,CPU-naive,compute-block-C-result
0.000673,7,16,CPU-naive,compute-col-block-B
0.000007,7,16,CPU-naive,get-ready-allgatherv
0.002951,7,16,CPU-naive,perform-allgatherv
1.063885,7,16,CPU-naive,compute-block-C-result
0.000670,7,16,CPU-naive,compute-col-block-B
0.000007,7,16,CPU-naive,get-ready-allgatherv
0.004239,7,16,CPU-naive,perform-allgatherv
1.054087,7,16,CPU-naive,compute-block-C-result
0.000668,7,16,CPU-naive,compute-col-block-B
0.000007,7,16,CPU-naive,get-ready-allgatherv
0.024535,7,16,CPU-naive,perform-allgatherv
1.053816,7,16,CPU-naive,compute-block-C-result
0.000669,7,16,CPU-naive,compute-col-block-B
0.000007,7,16,CPU-naive,get-ready-allgatherv
0.017649,7,16,CPU-naive,perform-allgatherv
1.058479,7,16,CPU-naive,compute-block-C-result
0.000676,7,16,CPU-naive,compute-col-block-B
0.000008,7,16,CPU-naive,get-ready-allgatherv
0.020802,7,16,CPU-naive,perform-allgatherv
1.058756,7,16,CPU-naive,compute-block-C-result
0.000673,7,16,CPU-naive,compute-col-block-B
0.000008,7,16,CPU-naive,get-ready-allgatherv
0.013324,7,16,CPU-naive,perform-allgatherv
1.057399,7,16,CPU-naive,compute-block-C-result
