time,rank,size,what
0.0525898933,0,8,matrix-initialization
0.8654661179,0,8,mpi-comm
0.3101420403,0,8,computation
0.0524280071,3,8,matrix-initialization
0.8748750687,3,8,mpi-comm
0.3040559292,3,8,computation
0.0524220467,6,8,matrix-initialization
0.8751430511,6,8,mpi-comm
0.3079259396,6,8,computation
0.0531389713,1,8,matrix-initialization
0.8732502460,1,8,mpi-comm
0.3080227375,1,8,computation
0.0527269840,4,8,matrix-initialization
0.8683438301,4,8,mpi-comm
0.3106200695,4,8,computation
0.0523068905,5,8,matrix-initialization
0.8599910736,5,8,mpi-comm
0.3085370064,5,8,computation
0.0531280041,2,8,matrix-initialization
0.8684875965,2,8,mpi-comm
0.3056910038,2,8,computation
0.0525259972,7,8,matrix-initialization
0.8604261875,7,8,mpi-comm
0.3050687313,7,8,computation
