time,rank,size,what
0.0045149326,1,8,matrix-initialization
0.7559490204,1,8,mpi-comm
0.0022900105,1,8,computation
0.0007660389,0,8,matrix-initialization
0.7672786713,0,8,mpi-comm
0.0024201870,0,8,computation
0.0133709908,4,8,matrix-initialization
0.7543556690,4,8,mpi-comm
0.0023574829,4,8,computation
0.0146930218,6,8,matrix-initialization
0.7469131947,6,8,mpi-comm
0.0023937225,6,8,computation
0.0050711632,5,8,matrix-initialization
0.7637946606,5,8,mpi-comm
0.0024461746,5,8,computation
0.0043590069,3,8,matrix-initialization
0.7584841251,3,8,mpi-comm
0.0023009777,3,8,computation
0.0121791363,2,8,matrix-initialization
0.7574691772,2,8,mpi-comm
0.0023887157,2,8,computation
0.0322160721,7,8,matrix-initialization
0.7431302071,7,8,mpi-comm
0.0024037361,7,8,computation
