time,rank,size,what
0.0265281200,9,16,matrix-initialization
1.5459468365,9,16,mpi-comm
0.1537630558,9,16,computation
0.0260601044,14,16,matrix-initialization
1.5562903881,14,16,mpi-comm
0.1539475918,14,16,computation
0.0264179707,4,16,matrix-initialization
1.5581557751,4,16,mpi-comm
0.1547992229,4,16,computation
0.0275039673,6,16,matrix-initialization
1.5433650017,6,16,mpi-comm
0.1554689407,6,16,computation
0.0271139145,2,16,matrix-initialization
1.5594568253,2,16,mpi-comm
0.1524002552,2,16,computation
0.0262508392,12,16,matrix-initialization
1.5543725491,12,16,mpi-comm
0.1567485332,12,16,computation
0.0272068977,5,16,matrix-initialization
1.5542886257,5,16,mpi-comm
0.1523106098,5,16,computation
0.0267720222,8,16,matrix-initialization
1.5327014923,8,16,mpi-comm
0.1539325714,8,16,computation
0.0265090466,1,16,matrix-initialization
1.5574781895,1,16,mpi-comm
0.1559736729,1,16,computation
0.0268900394,7,16,matrix-initialization
1.5560793877,7,16,mpi-comm
0.1521427631,7,16,computation
0.0260541439,3,16,matrix-initialization
1.5333151817,3,16,mpi-comm
0.1535456181,3,16,computation
0.0269038677,0,16,matrix-initialization
1.5548741817,0,16,mpi-comm
0.1530377865,0,16,computation
0.0267779827,11,16,matrix-initialization
1.5555479527,11,16,mpi-comm
0.1543819904,11,16,computation
0.0276939869,13,16,matrix-initialization
1.5411746502,13,16,mpi-comm
0.1546525955,13,16,computation
0.0275139809,15,16,matrix-initialization
1.5399882793,15,16,mpi-comm
0.1548428535,15,16,computation
0.0261359215,10,16,matrix-initialization
1.5399961472,10,16,mpi-comm
0.1529867649,10,16,computation
